Wavelength(nm),Counts_1,Counts_2
400.0,14.370413127981214,0.0
400.50062578222776,0.0,0.0
401.0012515644556,46.9338042097473,175.12494941163206
401.50187734668333,0.0,0.0
402.00250312891114,45.06525573046429,0.0
402.5031289111389,86.0800464002082,183.78823868602964
403.0037546933667,85.50359477137029,137.33423911713976
403.5043804755945,38.369830779236096,0.0
404.0050062578223,0.0,62.29696359300445
404.50563204005005,0.0,203.0754212888528
405.00625782227786,48.520714476881864,0.0
405.5068836045056,0.0,0.0
406.00750938673343,24.41197635979579,33.13079132037834
406.5081351689612,0.0,0.0
407.008760951189,293.3412481382035,0.0
407.50938673341676,62.72954475928034,129.87762751091643
408.0100125156446,277.2141393544909,0.0
408.51063829787233,0.0,152.6596430411142
409.01126408010015,0.0,170.66630971050554
409.5118898623279,0.0,0.0
410.0125156445557,0.0,52.30722928860781
410.5131414267835,0.0,0.0
411.0137672090113,54.35966656536584,0.0
411.51439299123905,7.599673605917878,0.0
412.01501877346686,26.137748525409222,52.313626672093534
412.5156445556946,23.212612525629783,0.0
413.0162703379224,0.0,0.0
413.5168961201502,126.11706155606305,0.0
414.01752190237795,299.44522570795175,16.96372231484471
414.51814768460576,68.87073363864138,105.6497066516858
415.0187734668335,171.87913004180928,195.34569746461273
415.51939924906134,0.0,0.0
416.0200250312891,0.0,3.4556309983180444
416.5206508135169,211.55563751137575,127.63016550736823
417.02127659574467,0.0,100.39678756846043
417.5219023779725,0.0,42.337906545027536
418.02252816020024,0.0,0.0
418.52315394242805,105.62739360375242,0.0
419.0237797246558,0.0,74.8773410670855
419.5244055068836,0.0,0.0
420.0250312891114,0.0,124.04059831725108
420.5256570713392,0.0,0.0
421.02628285356695,131.88934389040273,0.0
421.52690863579477,0.0,0.0
422.0275344180225,0.0,149.5942154258684
422.52816020025034,0.0,220.55385218239977
423.0287859824781,145.37382151160944,7.002644956167169
423.52941176470586,0.0,0.0
424.03003754693367,20.211150780739786,0.0
424.5306633291614,0.0,239.84256193529856
425.03128911138924,63.37892446908787,0.0
425.531914893617,32.09237714647787,7.685051917462507
426.0325406758448,54.44480825194086,0.0
426.53316645807257,0.0,0.0
427.0337922403004,0.0,131.83879402235843
427.53441802252814,119.11691706809468,49.050267352449325
428.03504380475596,166.4269275676302,0.0
428.5356695869837,0.0,27.035281459868965
429.03629536921153,206.33421475185736,222.05485648846525
429.5369211514393,0.0,289.25111147364214
430.0375469336671,0.0,128.85350429425102
430.53817271589486,0.0,70.06978032772712
431.0387984981227,298.7736640837275,26.01634976552162
431.53942428035043,0.0,162.3413746431198
432.04005006257825,0.0,50.7973915850466
432.540675844806,58.3628210554376,0.7307603698173213
433.0413016270338,2.4982959034538688,5.655926962489475
433.5419274092616,0.0,26.90489420120396
434.04255319148933,0.0,83.27270959438916
434.54317897371715,128.89486721480927,18.160943493693573
435.04380475594496,6.532631908622198,0.0
435.5444305381727,120.51122959709019,0.0
436.0450563204005,73.07176363973981,130.98640802009544
436.5456821026283,57.313030341789336,0.0
437.04630788485605,0.0,26.95362990364453
437.54693366708386,79.35994084984273,240.08599281761602
438.0475594493116,0.0,0.0
438.54818523153943,0.0,0.0
439.0488110137672,128.39435602243358,0.0
439.549436795995,18.485352781375756,100.43603747966992
440.05006257822276,17.211623770415063,0.0
440.5506883604506,0.0,0.0
441.05131414267834,19.869537325837584,0.0
441.55193992490615,78.79100416544861,110.55742143525359
442.0525657071339,0.0,0.0
442.5531914893617,189.80396495987506,73.99221774618394
443.0538172715895,0.0,0.0
443.5544430538173,242.06891258033883,0.0
444.05506883604505,165.20398004057915,79.31570035273715
444.55569461827287,64.00779044181166,159.23593566918262
445.0563204005006,55.4236605445647,97.80197012623164
445.55694618272844,63.93917595747013,39.27843594755597
446.0575719649562,0.0,0.0
446.55819774718395,70.11588319729069,228.11685649642584
447.05882352941177,126.80174654520786,164.74914752745525
447.5594493116396,0.0,6.289624803764703
448.06007509386734,0.0,0.0
448.5607008760951,0.0,159.53189582594544
449.0613266583229,153.47709421152916,0.0
449.56195244055067,189.35720998887803,55.84607265308735
450.0625782227785,15.731320211109978,52.31329420468251
450.56320400500624,149.89030976942337,11.676436773893116
451.06382978723406,0.0,94.39559580223954
451.5644555694618,315.7830312383899,264.0726778523517
452.0650813516896,44.827403073011475,60.4411957722434
452.5657071339174,207.89392369220008,0.0
453.0663329161452,78.33454132243041,0.0
453.56695869837296,92.09610427738139,42.48146385758831
454.0675844806008,0.0,86.38999775196307
454.56821026282853,258.20516343819276,133.4226595721693
455.06883604505634,156.61953410895129,107.20713991701173
455.5694618272841,0.0,0.0
456.0700876095119,0.0,254.55303552941177
456.5707133917397,216.24854939980168,131.831855029111
457.07133917396743,33.338433415828504,109.8153413096968
457.57196495619525,67.58881549808544,12.316529940551689
458.07259073842306,147.49955380336434,143.70318673191358
458.5732165206508,119.02090090378495,39.82415042871824
459.0738423028786,2.121342975866895,120.54507157255601
459.5744680851064,0.0,0.0
460.07509386733415,0.0,59.70919637288699
