300.000000,46.883205
300.667780,29.610506
301.335559,2.718637
302.003339,0.000000
302.671119,0.000000
303.338898,32.801597
304.006678,0.000000
304.674457,0.000000
305.342237,45.363615
306.010017,10.102299
306.677796,0.000000
307.345576,84.280899
308.013356,0.000000
308.681135,0.000000
309.348915,10.511827
310.016694,0.000000
310.684474,0.000000
311.352254,7.874666
312.020033,13.147235
312.687813,20.417130
313.355593,0.000000
314.023372,0.000000
314.691152,0.000000
315.358932,38.229824
316.026711,111.810231
316.694491,0.000000
317.362270,36.362161
318.030050,20.086008
318.697830,69.058443
319.365609,0.000000
320.033389,0.000000
320.701169,0.000000
321.368948,0.000000
322.036728,0.000000
322.704508,0.000000
323.372287,0.000000
324.040067,18.820054
324.707846,46.654443
325.375626,35.597282
326.043406,0.000000
326.711185,18.927072
327.378965,93.105048
328.046745,0.000000
328.714524,13.197731
329.382304,82.670063
330.050083,0.000000
330.717863,11.203608
331.385643,0.000000
332.053422,10.022115
332.721202,2.301167
333.388982,10.674409
334.056761,58.053644
334.724541,0.000000
335.392321,0.000000
336.060100,14.693251
336.727880,4.001517
337.395659,0.000000
338.063439,0.000000
338.731219,32.713646
339.398998,0.000000
340.066778,0.000000
340.734558,9.324100
341.402337,0.000000
342.070117,60.741086
342.737896,0.000000
343.405676,0.000000
344.073456,38.422958
344.741235,68.700590
345.409015,0.000000
346.076795,0.000000
346.744574,0.000000
347.412354,0.000000
348.080134,10.888631
348.747913,0.000000
349.415693,0.000000
350.083472,0.000000
350.751252,0.000000
351.419032,0.000000
352.086811,41.125031
352.754591,0.000000
353.422371,0.000000
354.090150,0.000000
354.757930,73.021257
355.425710,47.782786
356.093489,0.000000
356.761269,0.000000
357.429048,42.717642
358.096828,18.037708
358.764608,45.105066
359.432387,0.000000
360.100167,0.000000
360.767947,0.000000
361.435726,0.000000
362.103506,18.419252
362.771285,0.000000
363.439065,0.000000
364.106845,0.000000
364.774624,47.931393
365.442404,0.000000
366.110184,0.000000
366.777963,0.000000
367.445743,0.000000
368.113523,31.298045
368.781302,0.000000
369.449082,89.818726
370.116861,80.060447
370.784641,0.000000
371.452421,26.027848
372.120200,15.202260
372.787980,16.646522
373.455760,108.838496
374.123539,0.000000
374.791319,37.124963
375.459098,16.159784
376.126878,53.611031
376.794658,0.000000
377.462437,61.907126
378.130217,8.510824
378.797997,38.561019
379.465776,33.396553
380.133556,53.286007
380.801336,41.807613
381.469115,27.470076
382.136895,27.097540
382.804674,0.000000
383.472454,50.999515
384.140234,141.423927
384.808013,0.000000
385.475793,32.724039
386.143573,33.683281
386.811352,120.992757
387.479132,29.815554
388.146912,53.203464
388.814691,112.701850
389.482471,61.290121
390.150250,112.991404
390.818030,32.863594
391.485810,188.143918
392.153589,79.374157
392.821369,151.656597
393.489149,146.947167
394.156928,110.071331
394.824708,86.853604
395.492487,126.320315
396.160267,107.518174
396.828047,132.148000
397.495826,124.960526
398.163606,78.749090
398.831386,0.000000
399.499165,235.613687
400.166945,115.453044
400.834725,236.423825
401.502504,179.457064
402.170284,271.853317
402.838063,194.929386
403.505843,135.877388
404.173623,178.632972
404.841402,217.541612
405.509182,139.051668
406.176962,81.371569
406.844741,186.720339
407.512521,132.276238
408.180301,152.107483
408.848080,171.992899
409.515860,110.799451
410.183639,209.528427
410.851419,234.575624
411.519199,182.544552
412.186978,232.547088
412.854758,234.730764
413.522538,252.451862
414.190317,287.258924
414.858097,161.321330
415.525876,297.890364
416.193656,280.282576
416.861436,282.033575
417.529215,264.829151
418.196995,282.954993
418.864775,369.027369
419.532554,298.677689
420.200334,352.183032
420.868114,233.336474
421.535893,297.459718
422.203673,283.657709
422.871452,265.361398
423.539232,393.070585
424.207012,360.605410
424.874791,370.416034
425.542571,384.730249
426.210351,381.860282
426.878130,397.374748
427.545910,327.077320
428.213689,357.499522
428.881469,381.543374
429.549249,321.541969
430.217028,460.636610
430.884808,376.377271
431.552588,503.030374
432.220367,416.224657
432.888147,470.056861
433.555927,465.160225
434.223706,428.432274
434.891486,403.013934
435.559265,467.281524
436.227045,506.188248
436.894825,545.526519
437.562604,448.242220
438.230384,393.566084
438.898164,363.355706
439.565943,461.759301
440.233723,447.621249
440.901503,525.837087
441.569282,565.338625
442.237062,454.774864
442.904841,463.784555
443.572621,492.816924
444.240401,492.349325
444.908180,380.208091
445.575960,520.841404
446.243740,462.851708
446.911519,486.252032
447.579299,438.810563
448.247078,576.675999
448.914858,553.696566
449.582638,565.757120
450.250417,556.193024
450.918197,532.935662
451.585977,580.062971
452.253756,489.730965
452.921536,550.279747
453.589316,527.060394
454.257095,508.178768
